ns1:Name;ns1:TotalTimeSeconds;ns1:DistanceMeters;ns1:LatitudeDegrees;ns1:LongitudeDegrees;ns1:LatitudeDegrees2;ns1:LongitudeDegrees3;ns1:Intensity;ns1:Time;ns1:LatitudeDegrees4;ns1:LongitudeDegrees5;ns1:AltitudeMeters;ns2:Speed
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:04Z;-34,195273;-70,661023;610,073;2.613528146281671
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:08Z;-34,195272;-70,660882;609,014;3.251767873429414
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:12Z;-34,195265;-70,660748;610,054;3.097317517303314
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:16Z;-34,195259;-70,660608;609,039;3.2330301960471663
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:20Z;-34,195258;-70,660474;610,037;3.0913241692508544
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:24Z;-34,195268;-70,660347;609,049;2.9439576320984973
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:28Z;-34,19527;-70,660217;610,013;3.0000521840041903
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:32Z;-34,195268;-70,660073;611,007;3.320893916385695
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:35Z;-34,195264;-70,659964;612,09;3.361516311021033
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:38Z;-34,195252;-70,659857;612,047;3.310363000671563
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:41Z;-34,195241;-70,659749;613,056;3.352624880288957
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:45Z;-34,195235;-70,659608;612,094;3.2559253424051238
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:49Z;-34,195234;-70,659466;613,015;3.2746940075306794
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:53Z;-34,195229;-70,65933;613,015;3.1301479324381916
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:46:57Z;-34,195219;-70,659193;613,06;3.162295971007701
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:01Z;-34,195211;-70,659057;613,065;3.1349589974310086
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:05Z;-34,195211;-70,658921;613,068;3.1270611756775244
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:09Z;-34,195206;-70,658782;614,014;3.2088151249437757
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:13Z;-34,195198;-70,658643;614,007;3.203768732391095
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:17Z;-34,195194;-70,65851;614,033;3.0601033403288587
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:21Z;-34,195191;-70,658372;615,05;3.183973767665317
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:25Z;-34,195195;-70,65824;615,089;3.0371256470336725
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:29Z;-34,195185;-70,658109;616,077;3.0352103588138526
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:33Z;-34,195191;-70,657988;615,078;2.798350311569093
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:37Z;-34,195188;-70,657858;615,088;2.9902665101090116
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:41Z;-34,195175;-70,657727;616,013;3.0439817420159114
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:45Z;-34,195164;-70,657587;615,017;3.2431762804987554
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:49Z;-34,195152;-70,657448;615,087;3.2134041621316958
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:52Z;-34,195148;-70,657339;615,015;3.3449531423025203
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:47:56Z;-34,19515;-70,657201;616,007;3.183368576131555
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:00Z;-34,195143;-70,657058;615,028;3.303242463104027
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:04Z;-34,195141;-70,656926;616,045;3.0458775594086607
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:08Z;-34,195129;-70,656786;617,044;3.245916598693758
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:11Z;-34,195115;-70,656677;617,052;3.3817163055880175
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:14Z;-34,195104;-70,656568;617,093;3.366448062001559
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:17Z;-34,195091;-70,656459;617,053;3.3762284764756387
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:21Z;-34,195089;-70,65632;617,068;3.196528594641146
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:24Z;-34,19508;-70,65621;617,039;3.388784592576196
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:28Z;-34,195065;-70,656071;618,001;3.2328132256010806
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:31Z;-34,195058;-70,655963;619,021;3.3378476893506477
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:35Z;-34,195049;-70,655818;618,007;3.3527131553155973
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:38Z;-34,195034;-70,655676;619,02;4.401367465021359
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:41Z;-34,195023;-70,655565;619,077;3.4273230077764425
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:44Z;-34,194996;-70,655446;619,096;3.7830164739256418
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:48Z;-34,19497;-70,655326;618,074;2.863208235274369
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:51Z;-34,194943;-70,655208;619,085;3.768234145906083
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:54Z;-34,194917;-70,655085;619,085;3.892073559574975
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:48:57Z;-34,194891;-70,654962;619,08;3.8920746859945186
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:00Z;-34,194867;-70,654843;620,074;3.7699035332885504
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:03Z;-34,19484;-70,65472;620,056;3.9014195430769383
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:05Z;-34,194816;-70,654598;620,021;5.766835213691192
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:09Z;-34,194796;-70,654483;620,007;2.7020364675719635
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:12Z;-34,194773;-70,654367;620,024;3.6570343286963034
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:15Z;-34,194744;-70,654245;620,021;3.8916192522601087
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:18Z;-34,194713;-70,654119;620,07;4.0301289668730575
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:21Z;-34,194681;-70,653994;620,078;4.011556812376983
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:24Z;-34,194658;-70,653872;620,069;3.8361569913514253
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:27Z;-34,194638;-70,653751;619,089;3.797578572941394
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:30Z;-34,194613;-70,653631;618,024;3.808438515204432
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:33Z;-34,194588;-70,653508;618,098;3.88307652329668
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:36Z;-34,194566;-70,653383;618,015;3.9180060176388505
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:39Z;-34,194548;-70,653262;618,026;3.76909960917977
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:42Z;-34,194529;-70,653147;618,007;3.5952826925480275
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:45Z;-34,194511;-70,653028;618,076;3.708769895858925
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:48Z;-34,19449;-70,652913;619,063;3.6258909180338166
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:51Z;-34,194468;-70,652794;619,072;3.7382879863747616
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:54Z;-34,194447;-70,652675;618,01;3.74524245325555
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:49:57Z;-34,194429;-70,652556;618,011;3.7087733855903555
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:00Z;-34,194408;-70,652437;618,051;3.7303809770017478
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:03Z;-34,194377;-70,652322;618,086;3.7081515789846313
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:06Z;-34,194344;-70,652206;619,044;3.77550967744819
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:09Z;-34,194319;-70,652088;619,005;3.7344069105874347
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:12Z;-34,194283;-70,651972;620,015;3.8129870632665335
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:15Z;-34,194258;-70,65185;619,007;3.8677163745729337
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:18Z;-34,194231;-70,651726;619,091;3.931085794405133
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:21Z;-34,194197;-70,6516;620,078;4.0769015322643805
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:24Z;-34,19417;-70,651475;621,067;3.974745698493153
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:27Z;-34,194143;-70,651355;621,065;3.812626372818294
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:30Z;-34,194101;-70,651221;622,056;4.405841295070794
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:34Z;-34,194084;-70,651112;621,066;2.5626692816255283
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:37Z;-34,194066;-70,650994;620,031;3.6937065617823914
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:40Z;-34,194043;-70,650867;621,014;3.9996997803795793
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:43Z;-34,194013;-70,65074;622,054;4.062916719527328
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:45Z;-34,193987;-70,650615;622,009;5.92732437576307
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:49Z;-34,193963;-70,6505;622,007;2.7271131822535817
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:53Z;-34,193928;-70,650375;622,048;3.0343952753866197
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:50:57Z;-34,193873;-70,650265;622,055;2.955483855176602
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:00Z;-34,193763;-70,650255;621,064;4.102222861942935
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:02Z;-34,193625;-70,650267;620,052;7.708503106129068
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:04Z;-34,193516;-70,650272;619,043;6.085060982855171
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:06Z;-34,193412;-70,650254;619,083;5.841087209032874
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:08Z;-34,193304;-70,65027;620,088;6.0700681735003315
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:10Z;-34,193205;-70,650272;620,021;5.504917263942823
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:12Z;-34,193099;-70,650282;620,041;5.9112464783866905
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:14Z;-34,193002;-70,650284;620,005;5.393738181895747
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:16Z;-34,19291;-70,650295;621,007;5.164182374815181
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:19Z;-34,19282;-70,650191;622,079;4.626586155335737
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:22Z;-34,192766;-70,650067;620,016;4.347747143856231
20140802 - EnduBaik Leo Larga;0;29251;-34,195564;-70,667286;-34,190669;-70,679;Active;2014-08-02T15:51:25Z;-34,192708;-70,649936;620,075;4.5554069187998545
